Gene ID	Associated Gene Name	EntrezGene ID
ENSMUSG00000106803	Gm8930	
ENSMUSG00000051515	Fam181b	
ENSMUSG00000024558	Mapk4	225724
ENSMUSG00000037997	Parp11	101187
ENSMUSG00000107222	Gm43198	
ENSMUSG00000109308	Gm44743	
ENSMUSG00000107215	Gm43197	
ENSMUSG00000073791	Efcab7	
ENSMUSG00000096513	Gm4175	100043019
ENSMUSG00000097644	Gm26862	
ENSMUSG00000035545	Leng8	232798
ENSMUSG00000096760	Gm4177	100043025
ENSMUSG00000031491	Chrna6	11440
ENSMUSG00000089932	Gm16114	
ENSMUSG00000036854	Hspb6	243912
ENSMUSG00000060798	Intu	380614
ENSMUSG00000028549	Itgb3bp	67733
ENSMUSG00000040836	Gpr161	240888
ENSMUSG00000090263	D730045A05Rik	
ENSMUSG00000037434	Slc30a1	22782
ENSMUSG00000107402	4732416N19Rik	
ENSMUSG00000101959	Ldhal6b	106557
ENSMUSG00000023266	Frs3	107971
ENSMUSG00000030303	Far2	330450
ENSMUSG00000031555	Adam9	11502
ENSMUSG00000004945	Tmem242	70544
ENSMUSG00000024114	Prss41	71003
ENSMUSG00000036845	Lin37	75660
ENSMUSG00000021185	9030617O03Rik	217830
ENSMUSG00000086187	Gm12860	
ENSMUSG00000103755	Gm37805	
ENSMUSG00000019173	Rab5c	19345
ENSMUSG00000110389	Gm45579	
ENSMUSG00000030057	Cnbp	12785
ENSMUSG00000100207	Gm28203	
ENSMUSG00000033159	Cnppd1	69171
ENSMUSG00000070803	Cited4	56222
ENSMUSG00000073982	Rhog	56212
ENSMUSG00000002900	Lamb1	16777
ENSMUSG00000041859	Mcm3	17215
ENSMUSG00000100142	Gm21340	
ENSMUSG00000040123	Zmym5	219105
ENSMUSG00000040795	Iqcc	230767
ENSMUSG00000095017	Rps12-ps15	
ENSMUSG00000083417	Olfr269-ps1	
ENSMUSG00000101133	Gm29050	
ENSMUSG00000083672	Kpna2-ps	
ENSMUSG00000022886	Prl2a1	56635
ENSMUSG00000025791	Pgm2	72157
ENSMUSG00000084880	Tomm6os	
ENSMUSG00000030034	Ino80b	70020
ENSMUSG00000090115	Usp49	224836
ENSMUSG00000083613	Pou2f3-rs1	
ENSMUSG00000089697	Gm15947	
ENSMUSG00000048992	Prss32	69814
ENSMUSG00000009070	Rsph14	71236
ENSMUSG00000022533	Atp13a3	224088
ENSMUSG00000042272	Sestd1	228071
ENSMUSG00000047735	Samd9l	209086
ENSMUSG00000100889	Gm28204	
ENSMUSG00000109102	1700019A23Rik	
ENSMUSG00000105483	4930553I04Rik	
ENSMUSG00000061816	Myl1	17901
ENSMUSG00000108109	Gm44287	
ENSMUSG00000099338	2810030D12Rik	
ENSMUSG00000036864	Proser3	333193
ENSMUSG00000056115	Tas2r134	387511
ENSMUSG00000110414	Gm45481	
ENSMUSG00000110374	Gm45480	
ENSMUSG00000020097	Sgpl1	20397
ENSMUSG00000029423	Piwil1	57749
ENSMUSG00000017760	Ctsa	19025
ENSMUSG00000006494	Pdk1	228026
ENSMUSG00000099607	Gm28205	
ENSMUSG00000107303	Gm18861	
ENSMUSG00000082286	Pisd-ps1	
ENSMUSG00000044350	Lacc1	210808
ENSMUSG00000100242	Gm28206	
ENSMUSG00000098002	Gm9658	
ENSMUSG00000033475	Tomm6	66119
ENSMUSG00000095101	Gm13285	545654
ENSMUSG00000095101	Gm13285	100041062
ENSMUSG00000100167	Gm28207	
ENSMUSG00000099462	Gm28549	
ENSMUSG00000094648	Gm13287	545655
ENSMUSG00000094648	Gm13287	100041062
ENSMUSG00000107059	Gm43629	
ENSMUSG00000086777	Far2os2	
ENSMUSG00000093904	Tomm20	67952
ENSMUSG00000089948	Far2os1	
ENSMUSG00000054412	Gm4793	
ENSMUSG00000084823	Gm17216	
ENSMUSG00000072592	Gm10373	
ENSMUSG00000083512	Gm12749	
ENSMUSG00000070908	Gm13288	668208
ENSMUSG00000109409	Gm9343	
ENSMUSG00000025868	Higd2a	67044
ENSMUSG00000102474	2610012C04Rik	
ENSMUSG00000062551	Prl2c1	666317
ENSMUSG00000108958	Gm21032	
ENSMUSG00000090399	Gm38399	
ENSMUSG00000096549	Prickle4	381104
ENSMUSG00000044156	Hepacam2	101202
ENSMUSG00000101434	Gm29211	
ENSMUSG00000034795	Ccdc122	108811
ENSMUSG00000040009	Gnaz	14687
ENSMUSG00000053641	Dennd4a	102442
ENSMUSG00000100061	Gm29212	
ENSMUSG00000086774	Gm11915	
ENSMUSG00000100713	Ifna7	15970
ENSMUSG00000009418	Nav1	215690
ENSMUSG00000043432	Leng9	243813
ENSMUSG00000056203	Tas2r135	387512
ENSMUSG00000028289	Epha7	13841
ENSMUSG00000106713	Gm42645	
ENSMUSG00000100017	2410022M11Rik	
ENSMUSG00000102456	Gm37508	
ENSMUSG00000101463	Gm28750	
ENSMUSG00000092558	Med20	56771
ENSMUSG00000106776	Gm42646	
ENSMUSG00000096289	Olfr1484	258288
ENSMUSG00000102417	Gm36939	
ENSMUSG00000081298	Gm14622	
ENSMUSG00000085636	Gm11769	
ENSMUSG00000041698	Slco1a1	28248
ENSMUSG00000028706	Nsun4	72181
ENSMUSG00000109196	Gm44715	
ENSMUSG00000061080	Lsamp	268890
ENSMUSG00000086996	4933416E14Rik	
ENSMUSG00000100549	Ifna11	15964
ENSMUSG00000025821	Zfp282	101095
ENSMUSG00000109327	Gm44995	
ENSMUSG00000061306	Slc38a10	72055
ENSMUSG00000039428	Tmem135	72759
ENSMUSG00000109496	Olfr1485-ps1	
ENSMUSG00000111186	RP24-446P15.4	
ENSMUSG00000101252	Ifna6	15969
ENSMUSG00000023984	Gm20517	
ENSMUSG00000028749	Pla2g2f	26971
ENSMUSG00000087703	Gm15650	
ENSMUSG00000099428	Gm28155	
ENSMUSG00000109569	Gm44554	
ENSMUSG00000031448	Adprhl1	234072
ENSMUSG00000036553	Sh3tc1	231147
ENSMUSG00000079444	Gm21981	
ENSMUSG00000096965	3300005D01Rik	
ENSMUSG00000098165	Gm26977	
ENSMUSG00000095064	Vmn1r135	667404
ENSMUSG00000047415	Gpr68	238377
ENSMUSG00000086930	Frs3os	
ENSMUSG00000046352	Gjb2	14619
ENSMUSG00000029544	Cabp1	29867
ENSMUSG00000059956	Serpinb12	71869
ENSMUSG00000095137	Rps12-ps17	
ENSMUSG00000036246	Gmip	78816
ENSMUSG00000095191	Gm5725	435940
ENSMUSG00000102525	Gm37784	
ENSMUSG00000068120	Gm10231	
ENSMUSG00000021936	Mapk8	26419
ENSMUSG00000044801	Olfr159	29849
ENSMUSG00000051041	Olfml1	244198
ENSMUSG00000096682	Ifna5	15968
ENSMUSG00000082429	Gm13171	
ENSMUSG00000097186	Gm26595	
ENSMUSG00000078795	Ceacam15	101434
ENSMUSG00000111015	RP23-99D11.5	
ENSMUSG00000110659	RP23-279O5.4	
ENSMUSG00000024309	Pfdn6	14976
ENSMUSG00000094540	Astx4c	
ENSMUSG00000109494	Gm21033	
ENSMUSG00000070904	Ifna4	15967
ENSMUSG00000109374	Gm44773	
ENSMUSG00000082604	Gm8482	
ENSMUSG00000036006	Fam65b	193385
ENSMUSG00000074183	Gsta1	14857
ENSMUSG00000091672	Gm17129	
ENSMUSG00000027788	Otol1	229389
ENSMUSG00000095498	Ifna1	15962
ENSMUSG00000108370	Gm8209	
ENSMUSG00000022824	Muc13	17063
ENSMUSG00000071521	Try10	386551
ENSMUSG00000071521	Try10	436522
ENSMUSG00000089840	Gm4491	
ENSMUSG00000006423	C330007P06Rik	77644
ENSMUSG00000100144	Gm28208	
ENSMUSG00000074404	Gm1698	
ENSMUSG00000041202	Pla2g2d	18782
ENSMUSG00000002812	Flii	14248
ENSMUSG00000044296	Zfp879	214779
ENSMUSG00000081395	Gm14879	
ENSMUSG00000111338	Olfr29-ps1	
ENSMUSG00000045364	Ifne	230405
ENSMUSG00000074284	Gm10658	
ENSMUSG00000073010	Gm5127	331493
ENSMUSG00000096763	Rps12-ps13	
ENSMUSG00000031431	Tsc22d3	14605
ENSMUSG00000035057	Mgat4d	67555
ENSMUSG00000081329	Gm12492	
ENSMUSG00000032290	Ptpn9	56294
ENSMUSG00000110333	RP23-202K1.1	
ENSMUSG00000035164	Zc3h12c	244871
ENSMUSG00000095008	Astx1c	
ENSMUSG00000021514	Zfp369	170936
ENSMUSG00000052821	Cysltr1	58861
ENSMUSG00000040055	Gjb6	14623
ENSMUSG00000063932	Poteg	70952
ENSMUSG00000030731	Syt3	20981
ENSMUSG00000110970	Olfr156	29846
ENSMUSG00000053950	Adnp2	240442
ENSMUSG00000105789	Gm42997	
ENSMUSG00000082174	Gm14877	
ENSMUSG00000102913	Gm37723	
ENSMUSG00000015217	Hmgb3	15354
ENSMUSG00000082136	Gm15660	
ENSMUSG00000083595	Gm9200	
ENSMUSG00000105716	Gm43522	
ENSMUSG00000083432	Gm14878	
ENSMUSG00000106260	Gm43524	
ENSMUSG00000108366	Gm5586	
ENSMUSG00000085183	Gm12603	
ENSMUSG00000103020	Gm37681	
ENSMUSG00000075254	Heg1	77446
ENSMUSG00000087412	Gm15501	
ENSMUSG00000092506	Vmn1r-ps77	
ENSMUSG00000084962	Gm11947	
ENSMUSG00000082527	Gm8200	
ENSMUSG00000087291	Gm11946	
ENSMUSG00000102536	1700039I01Rik	
ENSMUSG00000026532	Spta1	20739
ENSMUSG00000095686	Gm3099	
ENSMUSG00000109175	Gm44947	
ENSMUSG00000109092	Gm18057	
ENSMUSG00000105663	Gm43606	
ENSMUSG00000052763	Zfp212	232784
ENSMUSG00000109476	Gm21034	
ENSMUSG00000109315	Gm45037	
ENSMUSG00000079104	Prps1l3	328099
ENSMUSG00000087561	Gm11608	
ENSMUSG00000085569	Gm12602	
ENSMUSG00000071454	Dtnb	13528
ENSMUSG00000109172	Gm21035	
ENSMUSG00000090126	4930519F09Rik	
ENSMUSG00000104724	Gm43162	
ENSMUSG00000109195	Gm45038	
ENSMUSG00000031150	Ccdc120	54648
ENSMUSG00000109173	Gm21036	
ENSMUSG00000020151	Ptprr	19279
ENSMUSG00000086372	Gm16246	
ENSMUSG00000097074	4833428L15Rik	
ENSMUSG00000084265	Gm14541	
ENSMUSG00000106010	Gm42616	
ENSMUSG00000031725	Ces1f	234564
ENSMUSG00000109202	Gm21037	
ENSMUSG00000020439	Smtn	29856
ENSMUSG00000078982	Gm11025	
ENSMUSG00000104579	5830437K03Rik	
ENSMUSG00000104919	Gm42617	
ENSMUSG00000016308	Ube2a	22209
ENSMUSG00000049109	Themis	210757
ENSMUSG00000028149	Rap1gds1	229877
ENSMUSG00000105558	Gm5855	
ENSMUSG00000108963	Gm16478	
ENSMUSG00000095976	Gm5891	545929
ENSMUSG00000105628	Gm43350	
ENSMUSG00000047022	Mipol1	73490
ENSMUSG00000105942	Gm43175	
ENSMUSG00000109443	Gm45002	
ENSMUSG00000032087	Dscaml1	114873
ENSMUSG00000106249	Gm43349	
ENSMUSG00000109059	Gm9354	
ENSMUSG00000106292	Gm43174	
ENSMUSG00000108853	Gm18464	
ENSMUSG00000104984	Gm5982	
ENSMUSG00000104557	Gm36520	
ENSMUSG00000107452	Gm18215	
ENSMUSG00000105769	Gm43351	
ENSMUSG00000106095	2010110G14Rik	
ENSMUSG00000109405	Gm16443	
ENSMUSG00000101281	Gm8449	
ENSMUSG00000109199	Gm44996	
ENSMUSG00000037463	Fbxo27	233040
ENSMUSG00000107911	Gm7565	
ENSMUSG00000109576	Gm44704	
ENSMUSG00000021036	Sptlc2	20773
ENSMUSG00000101459	Gm19193	
ENSMUSG00000095962	Vmn1r137	100043614
ENSMUSG00000104785	Gm31121	
ENSMUSG00000085014	Gm13490	
ENSMUSG00000111618	RP23-2F19.3	
ENSMUSG00000038738	Shank1	243961
ENSMUSG00000084925	1810062O18Rik	
ENSMUSG00000082048	Gm11481	
ENSMUSG00000047821	Trim16	94092
ENSMUSG00000111429	RP23-2F19.2	
ENSMUSG00000083635	Gm11480	
ENSMUSG00000031381	Piga	18700
ENSMUSG00000095499	Rps12-ps14	
ENSMUSG00000028631	Kcnq4	60613
ENSMUSG00000100385	Gm29227	
ENSMUSG00000047676	Rpsa-ps10	
ENSMUSG00000032204	Aqp9	64008
ENSMUSG00000020143	Dock2	94176
ENSMUSG00000027520	Zdbf2	73884
ENSMUSG00000070047	Fat1	14107
ENSMUSG00000107177	Gm43845	
ENSMUSG00000081484	Gm13492	
ENSMUSG00000084203	Gm15593	
ENSMUSG00000104524	Gm37333	
ENSMUSG00000034235	Usp54	78787
ENSMUSG00000055489	Ano5	233246
ENSMUSG00000085550	Gm15658	
ENSMUSG00000105779	Gm6439	
ENSMUSG00000100064	Gm28339	
ENSMUSG00000083826	Gm13039	
ENSMUSG00000109332	Gm44742	
ENSMUSG00000090214	Gm15657	
ENSMUSG00000081838	Gm13038	
ENSMUSG00000082289	Gm15596	
ENSMUSG00000028358	Zfp618	72701
ENSMUSG00000057637	Prdm2	110593
ENSMUSG00000087701	Gm13493	
ENSMUSG00000072812	Ahnak2	
ENSMUSG00000029422	Rsrc2	208606
ENSMUSG00000050410	Tcf19	106795
ENSMUSG00000095287	Vmn1r-ps78	
ENSMUSG00000001804	Dsg4	16769
ENSMUSG00000102817	Gm6185	
ENSMUSG00000021606	Ndufs6	407785
ENSMUSG00000003378	Grik5	14809
ENSMUSG00000003585	Sec14l2	67815
ENSMUSG00000104327	Gm37322	
ENSMUSG00000111561	RP24-376N22.1	
ENSMUSG00000098092	Gm2076	
ENSMUSG00000110919	RP23-99D11.7	
ENSMUSG00000095163	Vmn1r138	100043029
ENSMUSG00000099541	Gm21488	108168551
ENSMUSG00000085991	Gm11479	
ENSMUSG00000111709	Gm3776	100042295
ENSMUSG00000106614	Gm43746	
ENSMUSG00000105190	Gm43470	
ENSMUSG00000048284	Tas2r126	387353
ENSMUSG00000109263	Gm18058	
ENSMUSG00000111780	RP24-425L9.2	
ENSMUSG00000085987	Gm13403	
ENSMUSG00000090173	Fbxw10	213980
ENSMUSG00000096374	Gm6664	
ENSMUSG00000111112	RP24-425L9.1	
ENSMUSG00000033099	Nol12	97961
ENSMUSG00000111520	RP24-425L9.3	
ENSMUSG00000108150	Gm44470	
ENSMUSG00000068240	Gm11808	
ENSMUSG00000108611	Gm44879	
ENSMUSG00000091416	Gm6327	
ENSMUSG00000096283	Gm6176	620736
ENSMUSG00000028414	Fktn	246179
ENSMUSG00000108324	Gm44608	
ENSMUSG00000095793	Gm20855	100861691
ENSMUSG00000095793	Gm20855	108168545
ENSMUSG00000068574	Olfr458	258436
ENSMUSG00000086904	Gm13404	
ENSMUSG00000042190	Cmklr1	14747
ENSMUSG00000082364	Gm11955	
ENSMUSG00000111702	RP24-325P4.4	
ENSMUSG00000109041	Gm18465	
ENSMUSG00000110677	RP23-226D9.6	
ENSMUSG00000082507	Gm9378	
ENSMUSG00000020495	Smg8	74133
ENSMUSG00000084369	Gm14626	
ENSMUSG00000103664	Gm36261	
ENSMUSG00000097416	Gm26670	
ENSMUSG00000058254	Tspan7	21912
ENSMUSG00000049353	Rd3	74023
ENSMUSG00000069971	4933402J07Rik	330820
ENSMUSG00000021816	Ppp3cb	19056
ENSMUSG00000058441	Panx2	406218
ENSMUSG00000047547	Cltb	74325
ENSMUSG00000107365	Gm43479	
ENSMUSG00000029311	Hsd17b11	114664
ENSMUSG00000009376	Met	17295
ENSMUSG00000085713	Gm15736	
ENSMUSG00000107981	Gm6064	
ENSMUSG00000106833	Gm42739	
ENSMUSG00000030987	Stim1	20866
ENSMUSG00000107042	Gm42740	
ENSMUSG00000105125	Gm43468	
ENSMUSG00000106905	Gm42741	
ENSMUSG00000087331	1810021B22Rik	
ENSMUSG00000107219	Gm42738	
ENSMUSG00000030350	Prmt8	381813
ENSMUSG00000031101	Sash3	74131
ENSMUSG00000105425	Gm43469	
ENSMUSG00000026739	Bmi1	12151
ENSMUSG00000107714	Gm44398	
ENSMUSG00000109077	Gm8285	
ENSMUSG00000104816	Gm43473	
ENSMUSG00000014313	Cox6c	12864
ENSMUSG00000107697	Gm44399	
ENSMUSG00000078307	AI593442	330941
ENSMUSG00000109226	Gm45039	
ENSMUSG00000082575	Gm13050	
ENSMUSG00000097491	Gm2366	
ENSMUSG00000109440	Bc1-ps1	
ENSMUSG00000049303	Syt12	171180
ENSMUSG00000104847	Gm43177	
ENSMUSG00000015363	Trabd	67976
ENSMUSG00000071466	Gm11360	
ENSMUSG00000107253	Gm43634	
ENSMUSG00000106648	Gm43176	
ENSMUSG00000061414	Cracr2a	381812
ENSMUSG00000036249	Rbm43	71684
ENSMUSG00000102103	Gm21851	
ENSMUSG00000085436	Zfp335os	
ENSMUSG00000016496	Cd274	60533
ENSMUSG00000103113	Gm37585	
ENSMUSG00000034473	Sec22a	317717
ENSMUSG00000028298	Cga	12640
ENSMUSG00000075571	Defb30	73670
ENSMUSG00000082180	Gm12230	
ENSMUSG00000103413	Gm38389	
ENSMUSG00000081894	Gm14212	
ENSMUSG00000110430	Cmtm1	100504164
ENSMUSG00000058135	Gstm1	14862
ENSMUSG00000039834	Zfp335	329559
ENSMUSG00000087461	C230014O12Rik	
ENSMUSG00000087132	A930001C03Rik	
ENSMUSG00000094342	Gm17522	
ENSMUSG00000060429	Sntb1	20649
ENSMUSG00000103015	Gm37549	
ENSMUSG00000062937	Mtap	66902
ENSMUSG00000104859	A430072C10Rik	
ENSMUSG00000031876	Cmtm1	
ENSMUSG00000020400	Tnip1	57783
ENSMUSG00000018921	Pelp1	75273
ENSMUSG00000089849	Runx2os2	
ENSMUSG00000054763	Defb42	619548
ENSMUSG00000041845	Rhod	11854
ENSMUSG00000109227	Gm44762	
ENSMUSG00000007564	Ppp2r1a	51792
ENSMUSG00000074127	Cmtm2a	73381
ENSMUSG00000087122	4930403D09Rik	
ENSMUSG00000109343	Olfr1486-ps1	
ENSMUSG00000039153	Runx2	12393
ENSMUSG00000016498	Pdcd1lg2	58205
ENSMUSG00000003279	Dlgap1	224997
ENSMUSG00000108719	Gm44757	
ENSMUSG00000039963	Ccdc40	207607
ENSMUSG00000101565	1700003L19Rik	
ENSMUSG00000008028	1700008O03Rik	69349
ENSMUSG00000027366	Sppl2a	66552
ENSMUSG00000023170	Gps2	56310
ENSMUSG00000034664	Itga2b	16399
ENSMUSG00000071519	Prss3	22073
ENSMUSG00000085824	Platr9	
ENSMUSG00000094846	Olfr1487	258629
ENSMUSG00000107868	Gm5112	
ENSMUSG00000110175	Gm18255	
ENSMUSG00000057130	Txnl4a	27366
ENSMUSG00000111423	RP23-99D11.8	
ENSMUSG00000108372	Gm45124	
ENSMUSG00000014773	Dll1	13388
ENSMUSG00000108509	Gm44780	
ENSMUSG00000083989	Gm12607	
ENSMUSG00000096775	Gm5796	545007
ENSMUSG00000111020	RP23-35N23.1	
ENSMUSG00000106681	Gm43004	
ENSMUSG00000109285	Olfr1488-ps1	
ENSMUSG00000011837	Snapc2	102209
ENSMUSG00000022763	Aifm3	72168
ENSMUSG00000058119	Gm5771	436523
ENSMUSG00000106157	4930555A03Rik	
ENSMUSG00000110833	RP23-208K9.1	
ENSMUSG00000107674	Gm44277	
ENSMUSG00000039470	Zdhhc2	70546
ENSMUSG00000036985	Zdhhc9	208884
ENSMUSG00000024571	Gm16286	
ENSMUSG00000017421	Zfp207	22680
ENSMUSG00000087441	Gm13853	
ENSMUSG00000034648	Lrrn1	16979
ENSMUSG00000029204	Rhoh	74734
ENSMUSG00000026125	Prss39	21755
ENSMUSG00000103397	Gm38306	
ENSMUSG00000007209	Ceacam9	26368
ENSMUSG00000081408	Gm15047	
ENSMUSG00000043924	Ncmap	230822
ENSMUSG00000079263	Gm6614	625716
ENSMUSG00000045678	Olfr1489	258628
ENSMUSG00000107496	4933431M02Rik	
ENSMUSG00000074832	2410141K09Rik	76803
ENSMUSG00000042184	1700069L16Rik	
ENSMUSG00000039156	Stim2	116873
ENSMUSG00000106086	Gm43352	
ENSMUSG00000091027	Gm11107	
ENSMUSG00000103005	Gm37898	
ENSMUSG00000104612	Gm42449	
ENSMUSG00000028417	Tal2	21350
ENSMUSG00000108822	Gm44787	
ENSMUSG00000101626	Gm29386	
ENSMUSG00000101920	Gm28454	
ENSMUSG00000027985	Lef1	16842
ENSMUSG00000059014	Gm5409	
ENSMUSG00000107475	Gm19177	
ENSMUSG00000105401	Gm42949	
ENSMUSG00000031556	Tm2d2	69742
ENSMUSG00000091022	Gm3115	100041054
ENSMUSG00000086486	Ift88os	
ENSMUSG00000012211	Tex22	75671
ENSMUSG00000084403	Rps15a-ps8	
ENSMUSG00000103752	Gm36467	
ENSMUSG00000039849	Pcif1	228866
ENSMUSG00000101091	Gm29384	
ENSMUSG00000099429	1600019K03Rik	
ENSMUSG00000010122	Slc47a1	67473
ENSMUSG00000108009	Gm44279	
ENSMUSG00000040040	Ift88	21821
ENSMUSG00000111698	RP24-488E11.3	
ENSMUSG00000099997	Tubb4b-ps2	
ENSMUSG00000102663	Gm6631	
ENSMUSG00000033931	Rbm34	52202
ENSMUSG00000053334	Ficd	231630
ENSMUSG00000081943	Gm9078	
ENSMUSG00000103172	Gm37148	
ENSMUSG00000096897	Astx4d	
ENSMUSG00000028356	Ambp	11699
ENSMUSG00000060961	Slc4a4	54403
ENSMUSG00000034639	Setmar	74729
ENSMUSG00000067736	Gm10222	
ENSMUSG00000100131	Gm28439	
ENSMUSG00000045817	Zfp36l2	12193
ENSMUSG00000109657	1700008N11Rik	
ENSMUSG00000091563	Gm8108	
ENSMUSG00000031516	Dctn6	22428
ENSMUSG00000110372	RP24-278L20.1	
ENSMUSG00000110343	RP24-278L20.2	
ENSMUSG00000098235	Gm7497	
ENSMUSG00000031508	Ankrd10	102334
ENSMUSG00000090292	Gm17152	
ENSMUSG00000022228	Zscan26	432731
ENSMUSG00000086226	Gm12660	
ENSMUSG00000057223	Gm6578	
ENSMUSG00000040502	March9	216438
ENSMUSG00000000617	Grm6	108072
ENSMUSG00000103355	Gm2147	
ENSMUSG00000111611	Olfr157	100040268
ENSMUSG00000102706	Gm7417	
ENSMUSG00000102551	Gm37927	
ENSMUSG00000087247	Fam150a	620393
ENSMUSG00000055313	Pgbd1	319207
ENSMUSG00000030598	Fbxo17	50760
ENSMUSG00000092039	Gm5501	
ENSMUSG00000094191	Rpl31-ps14	
ENSMUSG00000026701	Prdx6	11758
ENSMUSG00000083838	Gm11957	
ENSMUSG00000104023	Gm37213	
ENSMUSG00000008036	Ap2s1	232910
ENSMUSG00000096437	Rps12-ps16	
ENSMUSG00000061387	Olfr1490	258098
ENSMUSG00000048644	Ctxn1	330695
ENSMUSG00000039431	Mtmr7	54384
ENSMUSG00000071000	Olfr155	29845
ENSMUSG00000055312	Them7	74088
ENSMUSG00000084032	Gm12991	
ENSMUSG00000107447	Gm44054	
ENSMUSG00000102255	Gm36891	
ENSMUSG00000082212	Gm15826	
ENSMUSG00000051156	Olfr1491	258342
ENSMUSG00000107418	Gm4782	
ENSMUSG00000085788	4930470G03Rik	
ENSMUSG00000108135	Gm8035	
ENSMUSG00000108209	Gm32222	
ENSMUSG00000111082	RP23-23P9.5	
ENSMUSG00000042138	Msantd2	235184
ENSMUSG00000101116	Gm28416	
ENSMUSG00000038717	Atp5l	27425
ENSMUSG00000103365	Gm36929	
ENSMUSG00000028420	Tmem38b	52076
ENSMUSG00000107821	Gm8038	
ENSMUSG00000048721	Fndc9	320116
ENSMUSG00000079036	Alkbh1	211064
ENSMUSG00000079036	Alkbh1	654309
ENSMUSG00000103845	Gm19026	
ENSMUSG00000090764	Gm3127	
ENSMUSG00000028583	Pdpn	14726
ENSMUSG00000024424	Ttc39c	72747
ENSMUSG00000081078	Gm12568	
ENSMUSG00000023832	Acat2	110460
ENSMUSG00000037855	Zfp365	216049
ENSMUSG00000013833	Med16	216154
ENSMUSG00000017737	Mmp9	17395
ENSMUSG00000020340	Cyfip2	76884
ENSMUSG00000099527	Gm21819	
ENSMUSG00000075188	Olfr1056	259020
ENSMUSG00000081238	Gm15836	
ENSMUSG00000102401	Gm37864	
ENSMUSG00000107254	Gm43769	
ENSMUSG00000005973	Rcn1	19672
ENSMUSG00000104427	Gm38368	
ENSMUSG00000110993	RP24-325P4.5	
ENSMUSG00000101803	Gm28419	
ENSMUSG00000026124	Cfc1	12627
ENSMUSG00000026571	Dcaf6	74106
ENSMUSG00000005891	Prl4a1	19110
ENSMUSG00000038954	Supt3	109115
ENSMUSG00000002190	Clgn	12745
ENSMUSG00000011751	Sptbn4	80297
ENSMUSG00000038828	Tmem214	68796
ENSMUSG00000039067	Psmd7	17463
ENSMUSG00000097509	B230322F03Rik	
ENSMUSG00000000266	Mid2	23947
ENSMUSG00000081611	Gm13651	
ENSMUSG00000026427	Eif2d	16865
ENSMUSG00000037529	Prss40	21756
ENSMUSG00000034875	Nudt19	110959
ENSMUSG00000069041	Slc25a31	73333
ENSMUSG00000101045	Gm29224	
ENSMUSG00000022096	Hr	15460
ENSMUSG00000092090	Gm3294	
ENSMUSG00000085277	Gm13943	
ENSMUSG00000033392	Clasp2	76499
ENSMUSG00000099920	Gm29223	
ENSMUSG00000082006	Gm13649	
ENSMUSG00000099622	Gm29188	
ENSMUSG00000102915	Gm32460	
ENSMUSG00000101021	Gm29222	
ENSMUSG00000021040	Slirp	380773
ENSMUSG00000108016	Gm8039	
ENSMUSG00000024617	Camk2a	12322
ENSMUSG00000031165	Was	22376
ENSMUSG00000107105	Gm15820	
ENSMUSG00000022269	March11	211147
ENSMUSG00000107740	Gm18765	
ENSMUSG00000103829	Gm38174	
ENSMUSG00000086764	4930527A07Rik	
ENSMUSG00000086541	Has2os	
ENSMUSG00000110429	RP23-290L7.1	
ENSMUSG00000031112	Stk26	70415
ENSMUSG00000029831	Npvf	60531
ENSMUSG00000082617	Smt3h2-ps	
ENSMUSG00000026616	Cr2	12902
ENSMUSG00000052373	Mpp3	13384
ENSMUSG00000099430	Gm28878	
ENSMUSG00000028861	Mrps15	66407
ENSMUSG00000022367	Has2	15117
ENSMUSG00000005413	Hmox1	15368
ENSMUSG00000107672	Gm3017	
ENSMUSG00000100306	Gm29362	
ENSMUSG00000073394	Runx2os1	
ENSMUSG00000083956	Gm12361	
ENSMUSG00000090048	Runx2os3	
ENSMUSG00000031155	Pim2	18715
ENSMUSG00000029310	Nudt9	74167
ENSMUSG00000097635	Gm26826	
ENSMUSG00000031601	Cnot7	18983
ENSMUSG00000058908	Pla2g2a	
ENSMUSG00000079391	Gm2974	
ENSMUSG00000003154	Foxj2	60611
ENSMUSG00000059201	Lep	16846
ENSMUSG00000048728	Zfp454	237758
ENSMUSG00000100229	Gm21896	
ENSMUSG00000030017	Reg3g	19695
ENSMUSG00000029169	Dhx15	13204
ENSMUSG00000082709	Gm12362	
ENSMUSG00000094072	Gm11105	
ENSMUSG00000035953	Tmem55b	219024
ENSMUSG00000091114	Gm3138	
ENSMUSG00000099485	Gm29221	
ENSMUSG00000006728	Cdk4	12567
ENSMUSG00000025781	Atp5c1	11949
ENSMUSG00000100099	Gm28879	
ENSMUSG00000091368	Gm17085	
ENSMUSG00000068200	Gm5931	
ENSMUSG00000100495	Gm29369	
ENSMUSG00000029924	Slc37a3	72144
ENSMUSG00000099548	Gm29220	
ENSMUSG00000085985	Gm11682	
ENSMUSG00000028360	Slc44a5	242259
ENSMUSG00000100413	Gm21506	
ENSMUSG00000036131	Frmd7	385354
ENSMUSG00000087345	Gm13746	
ENSMUSG00000041193	Pla2g5	18784
ENSMUSG00000100570	Gm29399	
ENSMUSG00000051427	Ccdc157	216516
ENSMUSG00000085595	Gm16090	
ENSMUSG00000017064	Prl5a1	28078
ENSMUSG00000044393	Dsg2	13511
ENSMUSG00000056380	Gpr50	14765
ENSMUSG00000074240	Cib3	234421
